Datetime,PM2.5,PM10,CO,NO2,SO2,O3,City,Year,Month,Day,AQI,AQI_Category
2025-06-27,20.541666666666668,22.3125,371.2916666666667,9.737499999999999,8.424999999999999,69.54166666666667,Kolkata,2025,6,27,69.40562678062678,Satisfactory
2025-06-28,29.258333333333336,30.629166666666666,468.125,12.820833333333333,14.9,81.83333333333333,Kolkata,2025,6,28,96.4485117708802,Satisfactory
2025-06-29,41.699999999999996,42.25,426.3333333333333,16.266666666666666,14.804166666666667,92.08333333333333,Kolkata,2025,6,29,136.06046633678213,Moderate
2025-06-30,34.65416666666666,35.03333333333334,447.5,12.991666666666667,16.787499999999998,99.0,Kolkata,2025,6,30,103.85844017094017,Moderate
2025-07-01,20.320833333333333,21.545833333333334,337.5833333333333,7.9375,8.616666666666667,89.70833333333333,Kolkata,2025,7,1,67.77955840455841,Satisfactory
2025-07-02,19.345833333333335,20.708333333333332,503.7083333333333,11.720833333333333,7.1000000000000005,72.20833333333333,Kolkata,2025,7,2,65.38167735042735,Satisfactory
2025-07-03,19.695833333333333,20.466666666666665,451.75,10.791666666666666,10.125,80.75,Kolkata,2025,7,3,66.44408831908832,Satisfactory
2025-07-04,28.224999999999998,29.337500000000002,458.7916666666667,11.645833333333334,14.754166666666668,82.33333333333333,Kolkata,2025,7,4,84.82389601139602,Satisfactory
2025-07-05,31.504166666666666,32.300000000000004,469.5833333333333,14.633333333333333,18.05,71.16666666666667,Kolkata,2025,7,5,99.72845441595443,Satisfactory
2025-07-06,31.758333333333336,32.25833333333333,440.2083333333333,15.145833333333334,15.233333333333334,78.95833333333333,Kolkata,2025,7,6,101.22596153846155,Moderate
2025-07-07,27.458333333333332,27.641666666666666,418.5416666666667,14.549999999999999,15.708333333333334,79.25,Kolkata,2025,7,7,94.06997863247864,Satisfactory
2025-07-08,32.50416666666667,32.920833333333334,440.25,15.395833333333334,14.795833333333334,62.791666666666664,Kolkata,2025,7,8,102.7241809116809,Moderate
2025-07-09,25.27916666666667,26.945833333333336,415.75,9.508333333333333,10.641666666666667,86.45833333333333,Kolkata,2025,7,9,78.37428774928775,Satisfactory
2025-07-10,22.641666666666666,27.833333333333332,335.875,6.758333333333333,6.345833333333334,83.91666666666667,Kolkata,2025,7,10,72.738603988604,Satisfactory
2025-07-11,27.2,29.883333333333336,400.9583333333333,10.329166666666667,7.925,82.875,Kolkata,2025,7,11,83.93411680911682,Satisfactory
2025-07-12,35.541666666666664,37.199999999999996,512.6666666666666,11.591666666666667,10.766666666666666,83.125,Kolkata,2025,7,12,108.30787037037038,Moderate
2025-07-13,31.320833333333336,32.775,588.625,15.987499999999999,10.004166666666666,67.08333333333333,Kolkata,2025,7,13,101.51507909731595,Moderate
